koer,kohtunik,grade,predicted
Goldbears Fernando Alonso,Helina Simberg,4.0,1
Goldbears Fernando Alonso,Vija Klučniece,4.0,1
Goldbears Fernando Alonso,Olga Dolejšova,4.0,1
Goldbears Fernando Alonso,Gunnar Nymann,4.0,1
Goldbears Fernando Alonso,Massimo Inzoli,4.0,1
Goldbears Fernando Alonso,Kimmo Mustonen,4.0,1
Goldbears Fernando Alonso,Oliver Simon,4.0,1
Goldbears Fernando Alonso,Krystyna Opara,4.0,1
Goldbears Fernando Alonso,Branislav Rajic,4.0,1
Goldbears Fernando Alonso,Pedro Ivo Santos Bispo,13.0,1
Goldbears Fernando Alonso,Inese Pablaka,4.0,1
Goldbears Fernando Alonso,Regina Vaitkunskiene,4.0,1
Goldbears Fernando Alonso,Lisbet Utke Ramsing,13.0,1
Goldbears Fernando Alonso,Elena Ruskovaara,4.0,1
Goldbears Fernando Alonso,Olga Kupriyanova Sinko,4.0,1
Goldbears Fernando Alonso,Galina Zhuk,4.0,1
Goldbears Fernando Alonso,Tanya Ahlman,4.0,1
Goldbears Fernando Alonso,Tatjana Romanovskaya,4.0,1
Goldbears Fernando Alonso,Igor Mioč,13.0,1
Goldbears Fernando Alonso,Colette Muldoon,13.0,1
Goldbears Fernando Alonso,Elizabeth Wogan,4.0,1
Goldbears Fernando Alonso,Nina Kharatishvili,4.0,1
Goldbears Fernando Alonso,Zorica Blomqvist,4.0,1
Goldbears Fernando Alonso,Fabrizio La Rocca,4.0,1
Goldbears Fernando Alonso,Alvar Ristikivi,4.0,1
Goldbears Fernando Alonso,Yulija Pokrovskaya,4.0,1
Goldbears Fernando Alonso,Malgorzata Halas,4.0,1
Goldbears Fernando Alonso,Carlos Fernandez-Renau,13.0,1
Goldbears Fernando Alonso,Anatoli Zhuk,4.0,1
Goldbears Fernando Alonso,Livija Zizevske,4.0,1
Goldbears Fernando Alonso,Fernando Quilis Bonet,13.0,1
Goldbears Fernando Alonso,Boris Baic,13.0,1
Goldbears Fernando Alonso,Nikolay Sedykh,4.0,1
Goldbears Fernando Alonso,Sanna Vakkilainen,4.0,1
Goldbears Fernando Alonso,Jane Serafimov,4.0,1
Goldbears Fernando Alonso,Slobodan Miloshevski,13.0,1
Goldbears Fernando Alonso,Lisbeth Mach,4.0,1
Goldbears Fernando Alonso,Reet Lint,4.0,1
Goldbears Fernando Alonso,Hassi Assenmacher-Feyel,13.0,1
Goldbears Fernando Alonso,Brenda Banbury,13.0,1
Goldbears Fernando Alonso,John R. Walsh,4.0,1
Goldbears Fernando Alonso,Alfonso Castells,4.0,1
Goldbears Fernando Alonso,Marie Clair Walsh,13.0,1
Goldbears Fernando Alonso,Marina Ostrovskaya,13.0,1
Goldbears Fernando Alonso,Anna Rogowska,4.0,1
Goldbears Fernando Alonso,Victoria Pohodina,4.0,1
Goldbears Fernando Alonso,Maria Amelia Taborda,4.0,1
Goldbears Fernando Alonso,Silvia Weber-Martegani,13.0,1
Goldbears Fernando Alonso,Tapio Eerola,4.0,1
Goldbears Fernando Alonso,Maria Viarbitskaya,13.0,1
Goldbears Fernando Alonso,Anca Giura,4.0,1
Goldbears Fernando Alonso,Elzbieta Chwalibog,4.0,1
Goldbears Fernando Alonso,Viktoras Avtuško,4.0,1
Goldbears Fernando Alonso,Rafael Malo Alcrudo,13.0,1
Goldbears Fernando Alonso,Jose Homem De Mello,4.0,1
Goldbears Fernando Alonso,Bojan Matakovic,4.0,1
Goldbears Fernando Alonso,Saija Juutilainen,13.0,1
Goldbears Fernando Alonso,Dubravka Reicher,4.0,1
Goldbears Fernando Alonso,Giuliano Biasiolo,13.0,1
Goldbears Fernando Alonso,Anna Kochan,13.0,1
Goldbears Fernando Alonso,Oleg Yanchev,13.0,1
Goldbears Fernando Alonso,Ludmila Krakovskaya,13.0,1
Goldbears Fernando Alonso,Vladimir Piskay,4.0,1
Goldbears Fernando Alonso,Petrus Roosenboom,4.0,1
Goldbears Fernando Alonso,Guenther Ehrenreich,4.0,1
Goldbears Fernando Alonso,Andi Hudono,13.0,1
Goldbears Fernando Alonso,Andrzej Stepinski,13.0,1
Goldbears Fernando Alonso,Jari Laakso,4.0,1
Goldbears Fernando Alonso,Paul Lawless,4.0,1
Goldbears Fernando Alonso,Uschi Eisner,4.0,1
Goldbears Fernando Alonso,Norman Deschuymere,13.0,1
Goldbears Fernando Alonso,John Muldoon,13.0,1
Goldbears Fernando Alonso,Maite Gonzalbo Lorenzo,4.0,1
Goldbears Fernando Alonso,Sunde Marit,4.0,1
Goldbears Fernando Alonso,Per Kristian Andersen,13.0,1
Goldbears Fernando Alonso,Astrid Lundava,13.0,1
Goldbears Fernando Alonso,Christian Jouanchicot,13.0,1
Goldbears Fernando Alonso,Dick Baars,4.0,1
Goldbears Fernando Alonso,John Williams,4.0,1
Goldbears Fernando Alonso,Zoltan Baffia,4.0,1
Goldbears Fernando Alonso,Antoan Hlebarov,13.0,1
Goldbears Fernando Alonso,Maija Heinilä,13.0,1
Goldbears Fernando Alonso,Hans Bierwolf,13.0,1
Goldbears Fernando Alonso,Michael Leonard,4.0,1
Goldbears Fernando Alonso,Calin Simu,4.0,1
Goldbears Fernando Alonso,Massimiliano Mannucci,13.0,1
Goldbears Fernando Alonso,Anthony Kelly,13.0,1
Goldbears Fernando Alonso,Igor Vyguzov,13.0,1
Goldbears Fernando Alonso,Vera Smirnova,13.0,1
Goldbears Fernando Alonso,Dirk Spruyt,4.0,1
Goldbears Fernando Alonso,Olga Sinko Kuprianova,4.0,1
Goldbears Fernando Alonso,Dagmar Klein,13.0,1
Goldbears Fernando Alonso,Denis Dudko,4.0,1
Goldbears Fernando Alonso,Wera Hübenthal,13.0,1
Goldbears Fernando Alonso,Viachaslav Viarbitski,4.0,1
Goldbears Fernando Alonso,Aleksandr Soroko,13.0,1
Goldbears Fernando Alonso,Willi Güllix,4.0,1
Goldbears Fernando Alonso,George Schogol,13.0,1
Goldbears Fernando Alonso,Carsten Birk,4.0,1
Goldbears Fernando Alonso,Laurent Pichard,4.0,1
Goldbears Fernando Alonso,Olga Morozova,13.0,1
Goldbears Fernando Alonso,Nikolina Davidovska,4.0,1
Goldbears Fernando Alonso,Augustin Ionescu,13.0,1
Goldbears Fernando Alonso,Andrew Brace,4.0,1
Goldbears Fernando Alonso,Miklos Levente,13.0,1
Goldbears Fernando Alonso,Tijana Konrad,13.0,1
Goldbears Fernando Alonso,Simon Rooney,13.0,1
Goldbears Fernando Alonso,Maire Tõnurist,13.0,1
Goldbears Fernando Alonso,Søren Wesseltoft,13.0,1
Goldbears Fernando Alonso,Hilkka Salohalla,13.0,1
Goldbears Fernando Alonso,Johnny Andersson,13.0,1
Goldbears Fernando Alonso,Jo Schepers,13.0,1
Goldbears Fernando Alonso,Marja Talvitie,13.0,1
Goldbears Fernando Alonso,Seamus Oates,13.0,1
Goldbears Fernando Alonso,Antonio Rojo Fajardo,13.0,1
Goldbears Fernando Alonso,Eugeny Kuplyauskas,13.0,1
Goldbears Fernando Alonso,Des Manton,13.0,1
Goldbears Fernando Alonso,Adolfo Martinez Noguera,13.0,1
Goldbears Fernando Alonso,Peter van Montfoort,4.0,1
Goldbears Fernando Alonso,Malgorzata Supronowicz,13.0,1
Goldbears Fernando Alonso,Satu Ylä-Mononen,13.0,1
Goldbears Fernando Alonso,Petru Muntean,13.0,1
Goldbears Fernando Alonso,Péter Harsányi,13.0,1
Goldbears Fernando Alonso,Monika Blaha,13.0,1
Goldbears Fernando Alonso,Beata Petkevica,13.0,1
Goldbears Fernando Alonso,Miroslaw Redlicki,4.0,1
Goldbears Wallander,Bo Skalin,4.0,1
Goldbears Wallander,Helen Tonkson-Koit,4.0,1
Goldbears Wallander,Liliane de Ridder-Onghena,4.0,1
Goldbears Wallander,Torsten Lemmer,13.0,1
Goldbears Wallander,Mile Aleksoski,13.0,1
Goldbears Wallander,Hans-Erhard Grüttner,13.0,1
Goldbears Wallander,Marjatta Pylvänäinen-Suorsa,13.0,1
Goldbears Wallander,Rade Vesic,4.0,1
Goldbears Wallander,Eva Liljekvist Borg,13.0,1
Goldbears Wallander,Olena Chuieva,13.0,1
Goldbears Wallander,Juta Haranen,4.0,1
Goldbears Wallander,Kostadin Shankov,13.0,1
Goldbears Wallander,Nenad Matejevic,13.0,1
Goldbears Wallander,Hedi Kumm,13.0,1
Goldbears Wallander,Marek Lewandowski,13.0,1
Goldbears Wallander,Nina Karlsdotter,13.0,1
Goldbears Wallander,Michael Camac,4.0,1
Goldbears Wallander,Petra Junehall,4.0,1
Goldbears Wallander,Galyna Kalinichenko,4.0,1
Goldbears Wallander,Bonka Georgieva Laslo,4.0,1
Goldbears Wallander,Elena Agafonova,4.0,1
Goldbears Wallander,Ligita Zake,13.0,1
Goldbears Wallander,Dina Korna,13.0,1
Goldbears Wallander,Avi Mallach,4.0,1
Goldbears Wallander,Sarah Burns,13.0,1
Goldbears Wallander,Linda Jürgens,4.0,1
Goldbears Wallander,Pars Kibarer,4.0,1
Goldbears Wallander,Karl-Erik Johansson,13.0,1
Goldbears Wallander,Paula Heikkinen-Lehkonen,13.0,1
Goldbears Wallander,Sviatlana Radziuk,4.0,1
Goldbears Wallander,Gerard O'shea,4.0,1
Goldbears Wallander,Aire-Piret Pärn,4.0,1
Goldbears Wallander,Audrone Babianskiene,4.0,1
Goldbears Wallander,Natalia Sedykh,4.0,1
Goldbears Wallander,Istvanne Juhasz,4.0,1
Goldbears Wallander,Olga Kojevnikova,4.0,1
Goldbears Wallander,Panos Demetriou,4.0,1
Goldbears Wallander,Myriam Vermeire,4.0,1
Goldbears Wallander,Dragana Vasiljevic,13.0,1
Goldbears Wallander,Tino Pehar,13.0,1
Goldbears Wallander,Igoris Zizevskis,4.0,1
Goldbears Wallander,Csaba Zsolt Lokodi,13.0,1
Goldbears Wallander,Roger Vanhoenacker,4.0,1
Goldbears Wallander,Shyam Mehta,4.0,1
Goldbears Wallander,Sanja Momčilović Bognič,13.0,1
Goldbears Wallander,Carmen Navarro Guisado,13.0,1
Goldbears Wallander,Svante Frisk,13.0,1
Goldbears Wallander,Volodymyr Shiyan,13.0,1
Goldbears Wallander,Refet Hadzic,13.0,1
Goldbears Wallander,Elin Normannseth,4.0,1
Goldbears Wallander,Melita Grošelj,13.0,1
Goldbears Wallander,Manola Poggesi,4.0,1
Goldbears Wallander,Hans Almgren,4.0,1
Goldbears Wallander,Tina Peixoto,4.0,1
Goldbears Wallander,Lessi Tchistiakova,4.0,1
Goldbears Wallander,Sergej Vanzha,4.0,1
Goldbears Wallander,Sebastian Harnik,4.0,1
Goldbears Wallander,Angel Pons Arino,4.0,1
Goldbears Wallander,Helina Simberg,4.0,1
Goldbears Wallander,Vija Klučniece,4.0,1
Goldbears Wallander,Olga Dolejšova,4.0,1
Goldbears Wallander,Gunnar Nymann,4.0,1
Goldbears Wallander,Massimo Inzoli,4.0,1
Goldbears Wallander,Kimmo Mustonen,4.0,1
Goldbears Wallander,Oliver Simon,4.0,1
Goldbears Wallander,Krystyna Opara,4.0,1
Goldbears Wallander,Branislav Rajic,4.0,1
Goldbears Wallander,Pedro Ivo Santos Bispo,13.0,1
Goldbears Wallander,Inese Pablaka,4.0,1
Goldbears Wallander,Regina Vaitkunskiene,4.0,1
Goldbears Wallander,Lisbet Utke Ramsing,13.0,1
Goldbears Wallander,Elena Ruskovaara,4.0,1
Goldbears Wallander,Olga Kupriyanova Sinko,4.0,1
Goldbears Wallander,Galina Zhuk,4.0,1
Goldbears Wallander,Tanya Ahlman,4.0,1
Goldbears Wallander,Tatjana Romanovskaya,4.0,1
Goldbears Wallander,Igor Mioč,13.0,1
Goldbears Wallander,Colette Muldoon,13.0,1
Goldbears Wallander,Elizabeth Wogan,4.0,1
Goldbears Wallander,Nina Kharatishvili,4.0,1
Goldbears Wallander,Zorica Blomqvist,4.0,1
Goldbears Wallander,Fabrizio La Rocca,4.0,1
Goldbears Wallander,Alvar Ristikivi,4.0,1
Goldbears Wallander,Yulija Pokrovskaya,4.0,1
Goldbears Wallander,Malgorzata Halas,4.0,1
Goldbears Wallander,Carlos Fernandez-Renau,13.0,1
Goldbears Wallander,Anatoli Zhuk,4.0,1
Goldbears Wallander,Livija Zizevske,4.0,1
Goldbears Wallander,Fernando Quilis Bonet,13.0,1
Goldbears Wallander,Boris Baic,13.0,1
Goldbears Wallander,Nikolay Sedykh,4.0,1
Goldbears Wallander,Sanna Vakkilainen,4.0,1
Goldbears Wallander,Jane Serafimov,4.0,1
Goldbears Wallander,Slobodan Miloshevski,13.0,1
Goldbears Wallander,Lisbeth Mach,4.0,1
Goldbears Wallander,Reet Lint,4.0,1
Goldbears Wallander,Hassi Assenmacher-Feyel,13.0,1
Goldbears Wallander,Brenda Banbury,13.0,1
Goldbears Wallander,John R. Walsh,4.0,1
Goldbears Wallander,Alfonso Castells,4.0,1
Goldbears Wallander,Marie Clair Walsh,13.0,1
Goldbears Wallander,Marina Ostrovskaya,13.0,1
Goldbears Wallander,Anna Rogowska,4.0,1
Goldbears Wallander,Victoria Pohodina,4.0,1
Goldbears Wallander,Maria Amelia Taborda,4.0,1
Goldbears Wallander,Silvia Weber-Martegani,13.0,1
Goldbears Wallander,Tapio Eerola,4.0,1
Goldbears Wallander,Maria Viarbitskaya,13.0,1
Goldbears Wallander,Anca Giura,4.0,1
Goldbears Wallander,Elzbieta Chwalibog,4.0,1
Goldbears Wallander,Viktoras Avtuško,4.0,1
Goldbears Wallander,Rafael Malo Alcrudo,13.0,1
Goldbears Wallander,Jose Homem De Mello,4.0,1
Goldbears Wallander,Bojan Matakovic,4.0,1
Goldbears Wallander,Saija Juutilainen,13.0,1
Goldbears Wallander,Dubravka Reicher,4.0,1
Goldbears Wallander,Giuliano Biasiolo,13.0,1
Goldbears Wallander,Anna Kochan,13.0,1
Goldbears Wallander,Oleg Yanchev,13.0,1
Goldbears Wallander,Ludmila Krakovskaya,13.0,1
Goldbears Wallander,Vladimir Piskay,4.0,1
Goldbears Wallander,Petrus Roosenboom,4.0,1
Goldbears Wallander,Guenther Ehrenreich,4.0,1
Goldbears Wallander,Andi Hudono,13.0,1
Goldbears Wallander,Andrzej Stepinski,13.0,1
Goldbears Wallander,Jari Laakso,4.0,1
Goldbears Wallander,Paul Lawless,4.0,1
Goldbears Wallander,Uschi Eisner,4.0,1
Goldbears Wallander,Norman Deschuymere,13.0,1
Goldbears Wallander,John Muldoon,13.0,1
Goldbears Wallander,Maite Gonzalbo Lorenzo,4.0,1
Goldbears Wallander,Sunde Marit,4.0,1
Goldbears Wallander,Per Kristian Andersen,13.0,1
Goldbears Wallander,Astrid Lundava,13.0,1
Goldbears Wallander,Christian Jouanchicot,13.0,1
Goldbears Wallander,Dick Baars,4.0,1
Goldbears Wallander,John Williams,4.0,1
Goldbears Wallander,Zoltan Baffia,4.0,1
Goldbears Wallander,Antoan Hlebarov,13.0,1
Goldbears Wallander,Maija Heinilä,13.0,1
Goldbears Wallander,Hans Bierwolf,13.0,1
Goldbears Wallander,Michael Leonard,4.0,1
Goldbears Wallander,Calin Simu,4.0,1
Goldbears Wallander,Massimiliano Mannucci,13.0,1
Goldbears Wallander,Anthony Kelly,13.0,1
Goldbears Wallander,Igor Vyguzov,13.0,1
Goldbears Wallander,Vera Smirnova,13.0,1
Goldbears Wallander,Dirk Spruyt,4.0,1
Goldbears Wallander,Olga Sinko Kuprianova,4.0,1
Goldbears Wallander,Dagmar Klein,13.0,1
Goldbears Wallander,Denis Dudko,4.0,1
Goldbears Wallander,Wera Hübenthal,13.0,1
Goldbears Wallander,Viachaslav Viarbitski,4.0,1
Goldbears Wallander,Aleksandr Soroko,13.0,1
Goldbears Wallander,Willi Güllix,4.0,1
Goldbears Wallander,George Schogol,13.0,1
Goldbears Wallander,Carsten Birk,4.0,1
Goldbears Wallander,Laurent Pichard,4.0,1
Goldbears Wallander,Olga Morozova,13.0,1
Goldbears Wallander,Nikolina Davidovska,4.0,1
Goldbears Wallander,Augustin Ionescu,13.0,1
Goldbears Wallander,Andrew Brace,4.0,1
Goldbears Wallander,Miklos Levente,13.0,1
Goldbears Wallander,Tijana Konrad,13.0,1
Goldbears Wallander,Simon Rooney,13.0,1
Goldbears Wallander,Maire Tõnurist,13.0,1
Goldbears Wallander,Søren Wesseltoft,13.0,1
Goldbears Wallander,Hilkka Salohalla,13.0,1
Goldbears Wallander,Johnny Andersson,13.0,1
Goldbears Wallander,Jo Schepers,13.0,1
Goldbears Wallander,Marja Talvitie,13.0,1
Goldbears Wallander,Seamus Oates,13.0,1
Goldbears Wallander,Antonio Rojo Fajardo,13.0,1
Goldbears Wallander,Eugeny Kuplyauskas,13.0,1
Goldbears Wallander,Des Manton,13.0,1
Goldbears Wallander,Adolfo Martinez Noguera,13.0,1
Goldbears Wallander,Peter van Montfoort,4.0,1
Goldbears Wallander,Malgorzata Supronowicz,13.0,1
Goldbears Wallander,Satu Ylä-Mononen,13.0,1
Goldbears Wallander,Petru Muntean,13.0,1
Goldbears Wallander,Péter Harsányi,13.0,1
Goldbears Wallander,Monika Blaha,13.0,1
Goldbears Wallander,Beata Petkevica,13.0,1
Goldbears Wallander,Miroslaw Redlicki,4.0,1
Helmilän Legend Of Big Foot,Bo Skalin,4.0,1
Helmilän Legend Of Big Foot,Helen Tonkson-Koit,4.0,1
Helmilän Legend Of Big Foot,Liliane de Ridder-Onghena,4.0,1
Helmilän Legend Of Big Foot,Torsten Lemmer,13.0,1
Helmilän Legend Of Big Foot,Mile Aleksoski,13.0,1
Helmilän Legend Of Big Foot,Hans-Erhard Grüttner,13.0,1
Helmilän Legend Of Big Foot,Marjatta Pylvänäinen-Suorsa,13.0,1
Helmilän Legend Of Big Foot,Rade Vesic,4.0,1
Helmilän Legend Of Big Foot,Eva Liljekvist Borg,13.0,1
Helmilän Legend Of Big Foot,Olena Chuieva,13.0,1
Helmilän Legend Of Big Foot,Juta Haranen,4.0,1
Helmilän Legend Of Big Foot,Kostadin Shankov,13.0,1
Helmilän Legend Of Big Foot,Nenad Matejevic,13.0,1
Helmilän Legend Of Big Foot,Hedi Kumm,13.0,1
Helmilän Legend Of Big Foot,Marek Lewandowski,13.0,1
Helmilän Legend Of Big Foot,Nina Karlsdotter,13.0,1
Helmilän Legend Of Big Foot,Michael Camac,4.0,1
Helmilän Legend Of Big Foot,Petra Junehall,4.0,1
Helmilän Legend Of Big Foot,Galyna Kalinichenko,4.0,1
Helmilän Legend Of Big Foot,Bonka Georgieva Laslo,4.0,1
Helmilän Legend Of Big Foot,Elena Agafonova,4.0,1
Helmilän Legend Of Big Foot,Ligita Zake,13.0,1
Helmilän Legend Of Big Foot,Dina Korna,13.0,1
Helmilän Legend Of Big Foot,Avi Mallach,4.0,1
Helmilän Legend Of Big Foot,Sarah Burns,13.0,1
Helmilän Legend Of Big Foot,Linda Jürgens,4.0,1
Helmilän Legend Of Big Foot,Pars Kibarer,4.0,1
Helmilän Legend Of Big Foot,Karl-Erik Johansson,13.0,1
Helmilän Legend Of Big Foot,Paula Heikkinen-Lehkonen,13.0,1
Helmilän Legend Of Big Foot,Sviatlana Radziuk,4.0,1
Helmilän Legend Of Big Foot,Gerard O'shea,4.0,1
Helmilän Legend Of Big Foot,Aire-Piret Pärn,4.0,1
Helmilän Legend Of Big Foot,Audrone Babianskiene,4.0,1
Helmilän Legend Of Big Foot,Natalia Sedykh,4.0,1
Helmilän Legend Of Big Foot,Istvanne Juhasz,4.0,1
Helmilän Legend Of Big Foot,Olga Kojevnikova,4.0,1
Helmilän Legend Of Big Foot,Panos Demetriou,4.0,1
Helmilän Legend Of Big Foot,Myriam Vermeire,4.0,1
Helmilän Legend Of Big Foot,Dragana Vasiljevic,13.0,1
Helmilän Legend Of Big Foot,Tino Pehar,13.0,1
Helmilän Legend Of Big Foot,Igoris Zizevskis,4.0,1
Helmilän Legend Of Big Foot,Csaba Zsolt Lokodi,13.0,1
Helmilän Legend Of Big Foot,Roger Vanhoenacker,4.0,1
Helmilän Legend Of Big Foot,Shyam Mehta,4.0,1
Helmilän Legend Of Big Foot,Sanja Momčilović Bognič,13.0,1
Helmilän Legend Of Big Foot,Carmen Navarro Guisado,13.0,1
Helmilän Legend Of Big Foot,Svante Frisk,13.0,1
Helmilän Legend Of Big Foot,Volodymyr Shiyan,13.0,1
Helmilän Legend Of Big Foot,Refet Hadzic,13.0,1
Helmilän Legend Of Big Foot,Elin Normannseth,4.0,1
Helmilän Legend Of Big Foot,Melita Grošelj,13.0,1
Helmilän Legend Of Big Foot,Manola Poggesi,4.0,1
Helmilän Legend Of Big Foot,Hans Almgren,4.0,1
Helmilän Legend Of Big Foot,Tina Peixoto,4.0,1
Helmilän Legend Of Big Foot,Lessi Tchistiakova,4.0,1
Helmilän Legend Of Big Foot,Sergej Vanzha,4.0,1
Helmilän Legend Of Big Foot,Sebastian Harnik,4.0,1
Helmilän Legend Of Big Foot,Angel Pons Arino,4.0,1
Helmilän Legend Of Big Foot,Helina Simberg,4.0,1
Helmilän Legend Of Big Foot,Vija Klučniece,4.0,1
Helmilän Legend Of Big Foot,Olga Dolejšova,4.0,1
Helmilän Legend Of Big Foot,Gunnar Nymann,4.0,1
Helmilän Legend Of Big Foot,Massimo Inzoli,4.0,1
Helmilän Legend Of Big Foot,Kimmo Mustonen,4.0,1
Helmilän Legend Of Big Foot,Oliver Simon,4.0,1
Helmilän Legend Of Big Foot,Krystyna Opara,4.0,1
Helmilän Legend Of Big Foot,Branislav Rajic,4.0,1
Helmilän Legend Of Big Foot,Pedro Ivo Santos Bispo,13.0,1
Helmilän Legend Of Big Foot,Inese Pablaka,4.0,1
Helmilän Legend Of Big Foot,Regina Vaitkunskiene,4.0,1
Helmilän Legend Of Big Foot,Lisbet Utke Ramsing,13.0,1
Helmilän Legend Of Big Foot,Elena Ruskovaara,4.0,1
Helmilän Legend Of Big Foot,Olga Kupriyanova Sinko,4.0,1
Helmilän Legend Of Big Foot,Galina Zhuk,4.0,1
Helmilän Legend Of Big Foot,Tanya Ahlman,4.0,1
Helmilän Legend Of Big Foot,Tatjana Romanovskaya,4.0,1
Helmilän Legend Of Big Foot,Igor Mioč,13.0,1
Helmilän Legend Of Big Foot,Colette Muldoon,13.0,1
Helmilän Legend Of Big Foot,Elizabeth Wogan,4.0,1
Helmilän Legend Of Big Foot,Nina Kharatishvili,4.0,1
Helmilän Legend Of Big Foot,Zorica Blomqvist,4.0,1
Helmilän Legend Of Big Foot,Fabrizio La Rocca,4.0,1
Helmilän Legend Of Big Foot,Alvar Ristikivi,4.0,1
Helmilän Legend Of Big Foot,Yulija Pokrovskaya,4.0,1
Helmilän Legend Of Big Foot,Malgorzata Halas,4.0,1
Helmilän Legend Of Big Foot,Carlos Fernandez-Renau,13.0,1
Helmilän Legend Of Big Foot,Anatoli Zhuk,4.0,1
Helmilän Legend Of Big Foot,Livija Zizevske,4.0,1
Helmilän Legend Of Big Foot,Fernando Quilis Bonet,13.0,1
Helmilän Legend Of Big Foot,Boris Baic,13.0,1
Helmilän Legend Of Big Foot,Nikolay Sedykh,4.0,1
Helmilän Legend Of Big Foot,Sanna Vakkilainen,4.0,1
Helmilän Legend Of Big Foot,Jane Serafimov,4.0,1
Helmilän Legend Of Big Foot,Slobodan Miloshevski,13.0,1
Helmilän Legend Of Big Foot,Lisbeth Mach,4.0,1
Helmilän Legend Of Big Foot,Reet Lint,4.0,1
Helmilän Legend Of Big Foot,Hassi Assenmacher-Feyel,13.0,1
Helmilän Legend Of Big Foot,Brenda Banbury,13.0,1
Helmilän Legend Of Big Foot,John R. Walsh,4.0,1
Helmilän Legend Of Big Foot,Alfonso Castells,4.0,1
Helmilän Legend Of Big Foot,Marie Clair Walsh,13.0,1
Helmilän Legend Of Big Foot,Marina Ostrovskaya,13.0,1
Helmilän Legend Of Big Foot,Anna Rogowska,4.0,1
Helmilän Legend Of Big Foot,Victoria Pohodina,4.0,1
Helmilän Legend Of Big Foot,Maria Amelia Taborda,4.0,1
Helmilän Legend Of Big Foot,Silvia Weber-Martegani,13.0,1
Helmilän Legend Of Big Foot,Tapio Eerola,4.0,1
Helmilän Legend Of Big Foot,Maria Viarbitskaya,13.0,1
Helmilän Legend Of Big Foot,Anca Giura,4.0,1
Helmilän Legend Of Big Foot,Elzbieta Chwalibog,4.0,1
Helmilän Legend Of Big Foot,Viktoras Avtuško,4.0,1
Helmilän Legend Of Big Foot,Rafael Malo Alcrudo,13.0,1
Helmilän Legend Of Big Foot,Jose Homem De Mello,4.0,1
Helmilän Legend Of Big Foot,Bojan Matakovic,4.0,1
Helmilän Legend Of Big Foot,Saija Juutilainen,13.0,1
Helmilän Legend Of Big Foot,Dubravka Reicher,4.0,1
Helmilän Legend Of Big Foot,Giuliano Biasiolo,13.0,1
Helmilän Legend Of Big Foot,Anna Kochan,13.0,1
Helmilän Legend Of Big Foot,Oleg Yanchev,13.0,1
Helmilän Legend Of Big Foot,Ludmila Krakovskaya,13.0,1
Helmilän Legend Of Big Foot,Vladimir Piskay,4.0,1
Helmilän Legend Of Big Foot,Petrus Roosenboom,4.0,1
Helmilän Legend Of Big Foot,Guenther Ehrenreich,4.0,1
Helmilän Legend Of Big Foot,Andi Hudono,13.0,1
Helmilän Legend Of Big Foot,Andrzej Stepinski,13.0,1
Helmilän Legend Of Big Foot,Jari Laakso,4.0,1
Helmilän Legend Of Big Foot,Paul Lawless,4.0,1
Helmilän Legend Of Big Foot,Uschi Eisner,4.0,1
Helmilän Legend Of Big Foot,Norman Deschuymere,13.0,1
Helmilän Legend Of Big Foot,John Muldoon,13.0,1
Helmilän Legend Of Big Foot,Maite Gonzalbo Lorenzo,4.0,1
Helmilän Legend Of Big Foot,Sunde Marit,4.0,1
Helmilän Legend Of Big Foot,Per Kristian Andersen,13.0,1
Helmilän Legend Of Big Foot,Astrid Lundava,13.0,1
Helmilän Legend Of Big Foot,Christian Jouanchicot,13.0,1
Helmilän Legend Of Big Foot,Dick Baars,4.0,1
Helmilän Legend Of Big Foot,John Williams,4.0,1
Helmilän Legend Of Big Foot,Zoltan Baffia,4.0,1
Helmilän Legend Of Big Foot,Antoan Hlebarov,13.0,1
Helmilän Legend Of Big Foot,Maija Heinilä,13.0,1
Helmilän Legend Of Big Foot,Hans Bierwolf,13.0,1
Helmilän Legend Of Big Foot,Michael Leonard,4.0,1
Helmilän Legend Of Big Foot,Calin Simu,4.0,1
Helmilän Legend Of Big Foot,Massimiliano Mannucci,13.0,1
Helmilän Legend Of Big Foot,Anthony Kelly,13.0,1
Helmilän Legend Of Big Foot,Igor Vyguzov,13.0,1
Helmilän Legend Of Big Foot,Vera Smirnova,13.0,1
Helmilän Legend Of Big Foot,Dirk Spruyt,4.0,1
Helmilän Legend Of Big Foot,Olga Sinko Kuprianova,4.0,1
Helmilän Legend Of Big Foot,Dagmar Klein,13.0,1
Helmilän Legend Of Big Foot,Denis Dudko,4.0,1
Helmilän Legend Of Big Foot,Wera Hübenthal,13.0,1
Helmilän Legend Of Big Foot,Viachaslav Viarbitski,4.0,1
Helmilän Legend Of Big Foot,Aleksandr Soroko,13.0,1
Helmilän Legend Of Big Foot,Willi Güllix,4.0,1
Helmilän Legend Of Big Foot,George Schogol,13.0,1
Helmilän Legend Of Big Foot,Carsten Birk,4.0,1
Helmilän Legend Of Big Foot,Laurent Pichard,4.0,1
Helmilän Legend Of Big Foot,Olga Morozova,13.0,1
Helmilän Legend Of Big Foot,Nikolina Davidovska,4.0,1
Helmilän Legend Of Big Foot,Augustin Ionescu,13.0,1
Helmilän Legend Of Big Foot,Andrew Brace,4.0,1
Helmilän Legend Of Big Foot,Miklos Levente,13.0,1
Helmilän Legend Of Big Foot,Tijana Konrad,13.0,1
Helmilän Legend Of Big Foot,Simon Rooney,13.0,1
