koer,kohtunik,grade,predicted
Wgf Black Rockit Bandora,John Williams,4.0,1
Wgf Black Rockit Bandora,Zoltan Baffia,4.0,1
Wgf Black Rockit Bandora,Antoan Hlebarov,13.0,1
Wgf Black Rockit Bandora,Maija Heinilä,13.0,1
Wgf Black Rockit Bandora,Hans Bierwolf,13.0,1
Wgf Black Rockit Bandora,Michael Leonard,4.0,1
Wgf Black Rockit Bandora,Calin Simu,4.0,1
Wgf Black Rockit Bandora,Massimiliano Mannucci,13.0,1
Wgf Black Rockit Bandora,Anthony Kelly,13.0,1
Wgf Black Rockit Bandora,Igor Vyguzov,13.0,1
Wgf Black Rockit Bandora,Vera Smirnova,13.0,1
Wgf Black Rockit Bandora,Dirk Spruyt,4.0,1
Wgf Black Rockit Bandora,Olga Sinko Kuprianova,4.0,1
Wgf Black Rockit Bandora,Dagmar Klein,13.0,1
Wgf Black Rockit Bandora,Denis Dudko,4.0,1
Wgf Black Rockit Bandora,Wera Hübenthal,13.0,1
Wgf Black Rockit Bandora,Viachaslav Viarbitski,4.0,1
Wgf Black Rockit Bandora,Aleksandr Soroko,13.0,1
Wgf Black Rockit Bandora,Willi Güllix,4.0,1
Wgf Black Rockit Bandora,George Schogol,13.0,1
Wgf Black Rockit Bandora,Carsten Birk,4.0,1
Wgf Black Rockit Bandora,Laurent Pichard,4.0,1
Wgf Black Rockit Bandora,Olga Morozova,13.0,1
Wgf Black Rockit Bandora,Nikolina Davidovska,4.0,1
Wgf Black Rockit Bandora,Augustin Ionescu,13.0,1
Wgf Black Rockit Bandora,Andrew Brace,4.0,1
Wgf Black Rockit Bandora,Miklos Levente,13.0,1
Wgf Black Rockit Bandora,Tijana Konrad,13.0,1
Wgf Black Rockit Bandora,Simon Rooney,13.0,1
Wgf Black Rockit Bandora,Maire Tõnurist,13.0,1
Wgf Black Rockit Bandora,Søren Wesseltoft,13.0,1
Wgf Black Rockit Bandora,Hilkka Salohalla,13.0,1
Wgf Black Rockit Bandora,Johnny Andersson,13.0,1
Wgf Black Rockit Bandora,Jo Schepers,13.0,1
Wgf Black Rockit Bandora,Marja Talvitie,13.0,1
Wgf Black Rockit Bandora,Seamus Oates,13.0,1
Wgf Black Rockit Bandora,Antonio Rojo Fajardo,13.0,1
Wgf Black Rockit Bandora,Eugeny Kuplyauskas,13.0,1
Wgf Black Rockit Bandora,Des Manton,13.0,1
Wgf Black Rockit Bandora,Adolfo Martinez Noguera,13.0,1
Wgf Black Rockit Bandora,Peter van Montfoort,4.0,1
Wgf Black Rockit Bandora,Malgorzata Supronowicz,13.0,1
Wgf Black Rockit Bandora,Satu Ylä-Mononen,13.0,1
Wgf Black Rockit Bandora,Petru Muntean,13.0,1
Wgf Black Rockit Bandora,Péter Harsányi,13.0,1
Wgf Black Rockit Bandora,Monika Blaha,13.0,1
Wgf Black Rockit Bandora,Beata Petkevica,13.0,1
Wgf Black Rockit Bandora,Miroslaw Redlicki,4.0,1
Wgf Black Rockit Bentley,Bo Skalin,4.0,1
Wgf Black Rockit Bentley,Helen Tonkson-Koit,4.0,1
Wgf Black Rockit Bentley,Liliane de Ridder-Onghena,4.0,1
Wgf Black Rockit Bentley,Torsten Lemmer,13.0,1
Wgf Black Rockit Bentley,Mile Aleksoski,13.0,1
Wgf Black Rockit Bentley,Hans-Erhard Grüttner,13.0,1
Wgf Black Rockit Bentley,Marjatta Pylvänäinen-Suorsa,13.0,1
Wgf Black Rockit Bentley,Rade Vesic,4.0,1
Wgf Black Rockit Bentley,Eva Liljekvist Borg,13.0,1
Wgf Black Rockit Bentley,Olena Chuieva,13.0,1
Wgf Black Rockit Bentley,Juta Haranen,4.0,1
Wgf Black Rockit Bentley,Kostadin Shankov,13.0,1
Wgf Black Rockit Bentley,Nenad Matejevic,13.0,1
Wgf Black Rockit Bentley,Hedi Kumm,13.0,1
Wgf Black Rockit Bentley,Marek Lewandowski,13.0,1
Wgf Black Rockit Bentley,Nina Karlsdotter,13.0,1
Wgf Black Rockit Bentley,Michael Camac,4.0,1
Wgf Black Rockit Bentley,Petra Junehall,4.0,1
Wgf Black Rockit Bentley,Galyna Kalinichenko,4.0,1
Wgf Black Rockit Bentley,Bonka Georgieva Laslo,4.0,1
Wgf Black Rockit Bentley,Elena Agafonova,4.0,1
Wgf Black Rockit Bentley,Ligita Zake,13.0,1
Wgf Black Rockit Bentley,Dina Korna,13.0,1
Wgf Black Rockit Bentley,Avi Mallach,4.0,1
Wgf Black Rockit Bentley,Sarah Burns,13.0,1
Wgf Black Rockit Bentley,Linda Jürgens,4.0,1
Wgf Black Rockit Bentley,Pars Kibarer,4.0,1
Wgf Black Rockit Bentley,Karl-Erik Johansson,13.0,1
Wgf Black Rockit Bentley,Paula Heikkinen-Lehkonen,13.0,1
Wgf Black Rockit Bentley,Sviatlana Radziuk,4.0,1
Wgf Black Rockit Bentley,Gerard O'shea,4.0,1
Wgf Black Rockit Bentley,Aire-Piret Pärn,4.0,1
Wgf Black Rockit Bentley,Audrone Babianskiene,4.0,1
Wgf Black Rockit Bentley,Natalia Sedykh,4.0,1
Wgf Black Rockit Bentley,Istvanne Juhasz,4.0,1
Wgf Black Rockit Bentley,Olga Kojevnikova,4.0,1
Wgf Black Rockit Bentley,Panos Demetriou,4.0,1
Wgf Black Rockit Bentley,Myriam Vermeire,4.0,1
Wgf Black Rockit Bentley,Dragana Vasiljevic,13.0,1
Wgf Black Rockit Bentley,Tino Pehar,13.0,1
Wgf Black Rockit Bentley,Igoris Zizevskis,4.0,1
Wgf Black Rockit Bentley,Csaba Zsolt Lokodi,13.0,1
Wgf Black Rockit Bentley,Roger Vanhoenacker,4.0,1
Wgf Black Rockit Bentley,Shyam Mehta,4.0,1
Wgf Black Rockit Bentley,Sanja Momčilović Bognič,13.0,1
Wgf Black Rockit Bentley,Carmen Navarro Guisado,13.0,1
Wgf Black Rockit Bentley,Svante Frisk,13.0,1
Wgf Black Rockit Bentley,Volodymyr Shiyan,13.0,1
Wgf Black Rockit Bentley,Refet Hadzic,13.0,1
Wgf Black Rockit Bentley,Elin Normannseth,4.0,1
Wgf Black Rockit Bentley,Melita Grošelj,13.0,1
Wgf Black Rockit Bentley,Manola Poggesi,4.0,1
Wgf Black Rockit Bentley,Hans Almgren,4.0,1
Wgf Black Rockit Bentley,Tina Peixoto,4.0,1
Wgf Black Rockit Bentley,Lessi Tchistiakova,4.0,1
Wgf Black Rockit Bentley,Sergej Vanzha,4.0,1
Wgf Black Rockit Bentley,Sebastian Harnik,4.0,1
Wgf Black Rockit Bentley,Angel Pons Arino,4.0,1
Wgf Black Rockit Bentley,Helina Simberg,4.0,1
Wgf Black Rockit Bentley,Vija Klučniece,4.0,1
Wgf Black Rockit Bentley,Olga Dolejšova,4.0,1
Wgf Black Rockit Bentley,Gunnar Nymann,4.0,1
Wgf Black Rockit Bentley,Massimo Inzoli,4.0,1
Wgf Black Rockit Bentley,Kimmo Mustonen,4.0,1
Wgf Black Rockit Bentley,Oliver Simon,4.0,1
Wgf Black Rockit Bentley,Krystyna Opara,4.0,1
Wgf Black Rockit Bentley,Branislav Rajic,4.0,1
Wgf Black Rockit Bentley,Pedro Ivo Santos Bispo,13.0,1
Wgf Black Rockit Bentley,Inese Pablaka,4.0,1
Wgf Black Rockit Bentley,Regina Vaitkunskiene,4.0,1
Wgf Black Rockit Bentley,Lisbet Utke Ramsing,13.0,1
Wgf Black Rockit Bentley,Elena Ruskovaara,4.0,1
Wgf Black Rockit Bentley,Olga Kupriyanova Sinko,4.0,1
Wgf Black Rockit Bentley,Galina Zhuk,4.0,1
Wgf Black Rockit Bentley,Tanya Ahlman,4.0,1
Wgf Black Rockit Bentley,Tatjana Romanovskaya,4.0,1
Wgf Black Rockit Bentley,Igor Mioč,13.0,1
Wgf Black Rockit Bentley,Colette Muldoon,13.0,1
Wgf Black Rockit Bentley,Elizabeth Wogan,4.0,1
Wgf Black Rockit Bentley,Nina Kharatishvili,4.0,1
Wgf Black Rockit Bentley,Zorica Blomqvist,4.0,1
Wgf Black Rockit Bentley,Fabrizio La Rocca,4.0,1
Wgf Black Rockit Bentley,Alvar Ristikivi,4.0,1
Wgf Black Rockit Bentley,Yulija Pokrovskaya,4.0,1
Wgf Black Rockit Bentley,Malgorzata Halas,4.0,1
Wgf Black Rockit Bentley,Carlos Fernandez-Renau,13.0,1
Wgf Black Rockit Bentley,Anatoli Zhuk,4.0,1
Wgf Black Rockit Bentley,Livija Zizevske,4.0,1
Wgf Black Rockit Bentley,Fernando Quilis Bonet,13.0,1
Wgf Black Rockit Bentley,Boris Baic,13.0,1
Wgf Black Rockit Bentley,Nikolay Sedykh,4.0,1
Wgf Black Rockit Bentley,Sanna Vakkilainen,4.0,1
Wgf Black Rockit Bentley,Jane Serafimov,4.0,1
Wgf Black Rockit Bentley,Slobodan Miloshevski,13.0,1
Wgf Black Rockit Bentley,Lisbeth Mach,4.0,1
Wgf Black Rockit Bentley,Reet Lint,4.0,1
Wgf Black Rockit Bentley,Hassi Assenmacher-Feyel,13.0,1
Wgf Black Rockit Bentley,Brenda Banbury,13.0,1
Wgf Black Rockit Bentley,John R. Walsh,4.0,1
Wgf Black Rockit Bentley,Alfonso Castells,4.0,1
Wgf Black Rockit Bentley,Marie Clair Walsh,13.0,1
Wgf Black Rockit Bentley,Marina Ostrovskaya,13.0,1
Wgf Black Rockit Bentley,Anna Rogowska,4.0,1
Wgf Black Rockit Bentley,Victoria Pohodina,4.0,1
Wgf Black Rockit Bentley,Maria Amelia Taborda,4.0,1
Wgf Black Rockit Bentley,Silvia Weber-Martegani,13.0,1
Wgf Black Rockit Bentley,Tapio Eerola,4.0,1
Wgf Black Rockit Bentley,Maria Viarbitskaya,13.0,1
Wgf Black Rockit Bentley,Anca Giura,4.0,1
Wgf Black Rockit Bentley,Elzbieta Chwalibog,4.0,1
Wgf Black Rockit Bentley,Viktoras Avtuško,4.0,1
Wgf Black Rockit Bentley,Rafael Malo Alcrudo,13.0,1
Wgf Black Rockit Bentley,Jose Homem De Mello,4.0,1
Wgf Black Rockit Bentley,Bojan Matakovic,4.0,1
Wgf Black Rockit Bentley,Saija Juutilainen,13.0,1
Wgf Black Rockit Bentley,Dubravka Reicher,4.0,1
Wgf Black Rockit Bentley,Giuliano Biasiolo,13.0,1
Wgf Black Rockit Bentley,Anna Kochan,13.0,1
Wgf Black Rockit Bentley,Oleg Yanchev,13.0,1
Wgf Black Rockit Bentley,Ludmila Krakovskaya,13.0,1
Wgf Black Rockit Bentley,Vladimir Piskay,4.0,1
Wgf Black Rockit Bentley,Petrus Roosenboom,4.0,1
Wgf Black Rockit Bentley,Guenther Ehrenreich,4.0,1
Wgf Black Rockit Bentley,Andi Hudono,13.0,1
Wgf Black Rockit Bentley,Andrzej Stepinski,13.0,1
Wgf Black Rockit Bentley,Jari Laakso,4.0,1
Wgf Black Rockit Bentley,Paul Lawless,4.0,1
Wgf Black Rockit Bentley,Uschi Eisner,4.0,1
Wgf Black Rockit Bentley,Norman Deschuymere,13.0,1
Wgf Black Rockit Bentley,John Muldoon,13.0,1
Wgf Black Rockit Bentley,Maite Gonzalbo Lorenzo,4.0,1
Wgf Black Rockit Bentley,Sunde Marit,4.0,1
Wgf Black Rockit Bentley,Per Kristian Andersen,13.0,1
Wgf Black Rockit Bentley,Astrid Lundava,13.0,1
Wgf Black Rockit Bentley,Christian Jouanchicot,13.0,1
Wgf Black Rockit Bentley,Dick Baars,4.0,1
Wgf Black Rockit Bentley,John Williams,4.0,1
Wgf Black Rockit Bentley,Zoltan Baffia,4.0,1
Wgf Black Rockit Bentley,Antoan Hlebarov,13.0,1
Wgf Black Rockit Bentley,Maija Heinilä,13.0,1
Wgf Black Rockit Bentley,Hans Bierwolf,13.0,1
Wgf Black Rockit Bentley,Michael Leonard,4.0,1
Wgf Black Rockit Bentley,Calin Simu,4.0,1
Wgf Black Rockit Bentley,Massimiliano Mannucci,13.0,1
Wgf Black Rockit Bentley,Anthony Kelly,13.0,1
Wgf Black Rockit Bentley,Igor Vyguzov,13.0,1
Wgf Black Rockit Bentley,Vera Smirnova,13.0,1
Wgf Black Rockit Bentley,Dirk Spruyt,4.0,1
Wgf Black Rockit Bentley,Olga Sinko Kuprianova,4.0,1
Wgf Black Rockit Bentley,Dagmar Klein,13.0,1
Wgf Black Rockit Bentley,Denis Dudko,4.0,1
Wgf Black Rockit Bentley,Wera Hübenthal,13.0,1
Wgf Black Rockit Bentley,Viachaslav Viarbitski,4.0,1
Wgf Black Rockit Bentley,Aleksandr Soroko,13.0,1
Wgf Black Rockit Bentley,Willi Güllix,4.0,1
Wgf Black Rockit Bentley,George Schogol,13.0,1
Wgf Black Rockit Bentley,Carsten Birk,4.0,1
Wgf Black Rockit Bentley,Laurent Pichard,4.0,1
Wgf Black Rockit Bentley,Olga Morozova,13.0,1
Wgf Black Rockit Bentley,Nikolina Davidovska,4.0,1
Wgf Black Rockit Bentley,Augustin Ionescu,13.0,1
Wgf Black Rockit Bentley,Andrew Brace,4.0,1
Wgf Black Rockit Bentley,Miklos Levente,13.0,1
Wgf Black Rockit Bentley,Tijana Konrad,13.0,1
Wgf Black Rockit Bentley,Simon Rooney,13.0,1
Wgf Black Rockit Bentley,Maire Tõnurist,13.0,1
Wgf Black Rockit Bentley,Søren Wesseltoft,13.0,1
Wgf Black Rockit Bentley,Hilkka Salohalla,13.0,1
Wgf Black Rockit Bentley,Johnny Andersson,13.0,1
Wgf Black Rockit Bentley,Jo Schepers,13.0,1
Wgf Black Rockit Bentley,Marja Talvitie,13.0,1
Wgf Black Rockit Bentley,Seamus Oates,13.0,1
Wgf Black Rockit Bentley,Antonio Rojo Fajardo,13.0,1
Wgf Black Rockit Bentley,Eugeny Kuplyauskas,13.0,1
Wgf Black Rockit Bentley,Des Manton,13.0,1
Wgf Black Rockit Bentley,Adolfo Martinez Noguera,13.0,1
Wgf Black Rockit Bentley,Peter van Montfoort,4.0,1
Wgf Black Rockit Bentley,Malgorzata Supronowicz,13.0,1
Wgf Black Rockit Bentley,Satu Ylä-Mononen,13.0,1
Wgf Black Rockit Bentley,Petru Muntean,13.0,1
Wgf Black Rockit Bentley,Péter Harsányi,13.0,1
Wgf Black Rockit Bentley,Monika Blaha,13.0,1
Wgf Black Rockit Bentley,Beata Petkevica,13.0,1
Wgf Black Rockit Bentley,Miroslaw Redlicki,4.0,1
White Coastal Maida,Bo Skalin,4.0,1
White Coastal Maida,Helen Tonkson-Koit,4.0,1
White Coastal Maida,Liliane de Ridder-Onghena,4.0,1
White Coastal Maida,Torsten Lemmer,4.0,1
White Coastal Maida,Mile Aleksoski,4.0,1
White Coastal Maida,Hans-Erhard Grüttner,4.0,1
White Coastal Maida,Marjatta Pylvänäinen-Suorsa,4.0,1
White Coastal Maida,Rade Vesic,4.0,1
White Coastal Maida,Eva Liljekvist Borg,4.0,1
White Coastal Maida,Olena Chuieva,4.0,1
White Coastal Maida,Juta Haranen,4.0,1
White Coastal Maida,Kostadin Shankov,4.0,1
White Coastal Maida,Nenad Matejevic,4.0,1
White Coastal Maida,Hedi Kumm,4.0,1
White Coastal Maida,Marek Lewandowski,4.0,1
White Coastal Maida,Nina Karlsdotter,4.0,1
White Coastal Maida,Michael Camac,4.0,1
White Coastal Maida,Petra Junehall,4.0,1
White Coastal Maida,Galyna Kalinichenko,4.0,1
White Coastal Maida,Bonka Georgieva Laslo,4.0,1
White Coastal Maida,Elena Agafonova,4.0,1
White Coastal Maida,Ligita Zake,4.0,1
White Coastal Maida,Dina Korna,4.0,1
White Coastal Maida,Avi Mallach,4.0,1
White Coastal Maida,Sarah Burns,4.0,1
White Coastal Maida,Linda Jürgens,4.0,1
White Coastal Maida,Pars Kibarer,4.0,1
White Coastal Maida,Karl-Erik Johansson,4.0,1
White Coastal Maida,Paula Heikkinen-Lehkonen,4.0,1
White Coastal Maida,Sviatlana Radziuk,4.0,1
White Coastal Maida,Gerard O'shea,4.0,1
White Coastal Maida,Aire-Piret Pärn,4.0,1
White Coastal Maida,Audrone Babianskiene,4.0,1
White Coastal Maida,Natalia Sedykh,4.0,1
White Coastal Maida,Istvanne Juhasz,4.0,1
White Coastal Maida,Olga Kojevnikova,4.0,1
White Coastal Maida,Panos Demetriou,4.0,1
White Coastal Maida,Myriam Vermeire,4.0,1
White Coastal Maida,Dragana Vasiljevic,4.0,1
White Coastal Maida,Tino Pehar,4.0,1
White Coastal Maida,Igoris Zizevskis,4.0,1
White Coastal Maida,Csaba Zsolt Lokodi,4.0,1
White Coastal Maida,Roger Vanhoenacker,4.0,1
White Coastal Maida,Shyam Mehta,4.0,1
White Coastal Maida,Sanja Momčilović Bognič,4.0,1
White Coastal Maida,Carmen Navarro Guisado,4.0,1
White Coastal Maida,Svante Frisk,4.0,1
White Coastal Maida,Volodymyr Shiyan,4.0,1
White Coastal Maida,Refet Hadzic,4.0,1
White Coastal Maida,Elin Normannseth,4.0,1
White Coastal Maida,Melita Grošelj,4.0,1
White Coastal Maida,Manola Poggesi,4.0,1
White Coastal Maida,Hans Almgren,4.0,1
White Coastal Maida,Tina Peixoto,4.0,1
White Coastal Maida,Lessi Tchistiakova,4.0,1
White Coastal Maida,Sergej Vanzha,4.0,1
White Coastal Maida,Sebastian Harnik,4.0,1
White Coastal Maida,Angel Pons Arino,4.0,1
White Coastal Maida,Helina Simberg,4.0,1
White Coastal Maida,Vija Klučniece,4.0,1
White Coastal Maida,Olga Dolejšova,4.0,1
White Coastal Maida,Gunnar Nymann,4.0,1
White Coastal Maida,Massimo Inzoli,4.0,1
White Coastal Maida,Kimmo Mustonen,4.0,1
White Coastal Maida,Oliver Simon,4.0,1
White Coastal Maida,Krystyna Opara,4.0,1
White Coastal Maida,Branislav Rajic,8.0,1
White Coastal Maida,Pedro Ivo Santos Bispo,4.0,1
White Coastal Maida,Inese Pablaka,4.0,1
White Coastal Maida,Regina Vaitkunskiene,4.0,1
White Coastal Maida,Lisbet Utke Ramsing,4.0,1
White Coastal Maida,Elena Ruskovaara,4.0,1
White Coastal Maida,Olga Kupriyanova Sinko,4.0,1
White Coastal Maida,Galina Zhuk,4.0,1
White Coastal Maida,Tanya Ahlman,4.0,1
White Coastal Maida,Tatjana Romanovskaya,4.0,1
White Coastal Maida,Igor Mioč,4.0,1
White Coastal Maida,Colette Muldoon,4.0,1
White Coastal Maida,Elizabeth Wogan,4.0,1
White Coastal Maida,Nina Kharatishvili,4.0,1
White Coastal Maida,Zorica Blomqvist,4.0,1
White Coastal Maida,Fabrizio La Rocca,4.0,1
White Coastal Maida,Alvar Ristikivi,4.0,1
White Coastal Maida,Yulija Pokrovskaya,4.0,1
White Coastal Maida,Malgorzata Halas,4.0,1
White Coastal Maida,Carlos Fernandez-Renau,4.0,1
White Coastal Maida,Anatoli Zhuk,4.0,1
White Coastal Maida,Livija Zizevske,4.0,1
White Coastal Maida,Fernando Quilis Bonet,4.0,1
White Coastal Maida,Boris Baic,4.0,1
White Coastal Maida,Nikolay Sedykh,4.0,1
White Coastal Maida,Sanna Vakkilainen,4.0,1
White Coastal Maida,Jane Serafimov,4.0,1
White Coastal Maida,Slobodan Miloshevski,4.0,1
White Coastal Maida,Lisbeth Mach,4.0,1
White Coastal Maida,Reet Lint,4.0,1
White Coastal Maida,Hassi Assenmacher-Feyel,4.0,1
White Coastal Maida,Brenda Banbury,4.0,1
White Coastal Maida,John R. Walsh,4.0,1
White Coastal Maida,Alfonso Castells,4.0,1
White Coastal Maida,Marie Clair Walsh,4.0,1
White Coastal Maida,Marina Ostrovskaya,4.0,1
White Coastal Maida,Anna Rogowska,4.0,1
White Coastal Maida,Victoria Pohodina,4.0,1
White Coastal Maida,Maria Amelia Taborda,4.0,1
White Coastal Maida,Silvia Weber-Martegani,4.0,1
White Coastal Maida,Tapio Eerola,4.0,1
White Coastal Maida,Maria Viarbitskaya,4.0,1
White Coastal Maida,Anca Giura,4.0,1
White Coastal Maida,Elzbieta Chwalibog,4.0,1
White Coastal Maida,Viktoras Avtuško,4.0,1
White Coastal Maida,Rafael Malo Alcrudo,4.0,1
White Coastal Maida,Jose Homem De Mello,4.0,1
White Coastal Maida,Bojan Matakovic,4.0,1
White Coastal Maida,Saija Juutilainen,4.0,1
White Coastal Maida,Dubravka Reicher,4.0,1
White Coastal Maida,Giuliano Biasiolo,4.0,1
White Coastal Maida,Anna Kochan,4.0,1
White Coastal Maida,Oleg Yanchev,4.0,1
White Coastal Maida,Ludmila Krakovskaya,4.0,1
White Coastal Maida,Vladimir Piskay,4.0,1
White Coastal Maida,Petrus Roosenboom,4.0,1
White Coastal Maida,Guenther Ehrenreich,4.0,1
White Coastal Maida,Andi Hudono,4.0,1
White Coastal Maida,Andrzej Stepinski,4.0,1
White Coastal Maida,Jari Laakso,4.0,1
White Coastal Maida,Paul Lawless,4.0,1
White Coastal Maida,Uschi Eisner,4.0,1
White Coastal Maida,Norman Deschuymere,4.0,1
White Coastal Maida,John Muldoon,4.0,1
White Coastal Maida,Maite Gonzalbo Lorenzo,4.0,1
White Coastal Maida,Sunde Marit,4.0,1
White Coastal Maida,Per Kristian Andersen,4.0,1
White Coastal Maida,Astrid Lundava,4.0,1
White Coastal Maida,Christian Jouanchicot,4.0,1
White Coastal Maida,Dick Baars,4.0,1
White Coastal Maida,John Williams,4.0,1
White Coastal Maida,Zoltan Baffia,4.0,1
White Coastal Maida,Antoan Hlebarov,4.0,1
White Coastal Maida,Maija Heinilä,4.0,1
White Coastal Maida,Hans Bierwolf,4.0,1
White Coastal Maida,Michael Leonard,4.0,1
White Coastal Maida,Calin Simu,4.0,1
White Coastal Maida,Massimiliano Mannucci,4.0,1
White Coastal Maida,Anthony Kelly,4.0,1
White Coastal Maida,Igor Vyguzov,4.0,1
White Coastal Maida,Vera Smirnova,4.0,1
White Coastal Maida,Dirk Spruyt,4.0,1
White Coastal Maida,Olga Sinko Kuprianova,4.0,1
White Coastal Maida,Dagmar Klein,4.0,1
White Coastal Maida,Denis Dudko,4.0,1
White Coastal Maida,Wera Hübenthal,4.0,1
White Coastal Maida,Viachaslav Viarbitski,4.0,1
White Coastal Maida,Aleksandr Soroko,4.0,1
White Coastal Maida,Willi Güllix,4.0,1
White Coastal Maida,George Schogol,4.0,1
White Coastal Maida,Carsten Birk,4.0,1
White Coastal Maida,Laurent Pichard,4.0,1
White Coastal Maida,Olga Morozova,4.0,1
White Coastal Maida,Nikolina Davidovska,4.0,1
White Coastal Maida,Augustin Ionescu,4.0,1
White Coastal Maida,Andrew Brace,4.0,1
White Coastal Maida,Miklos Levente,4.0,1
White Coastal Maida,Tijana Konrad,4.0,1
White Coastal Maida,Simon Rooney,4.0,1
White Coastal Maida,Maire Tõnurist,4.0,1
White Coastal Maida,Søren Wesseltoft,4.0,1
White Coastal Maida,Hilkka Salohalla,4.0,1
White Coastal Maida,Johnny Andersson,4.0,1
White Coastal Maida,Jo Schepers,4.0,1
White Coastal Maida,Marja Talvitie,4.0,1
White Coastal Maida,Seamus Oates,4.0,1
White Coastal Maida,Antonio Rojo Fajardo,4.0,1
White Coastal Maida,Eugeny Kuplyauskas,4.0,1
White Coastal Maida,Des Manton,4.0,1
White Coastal Maida,Adolfo Martinez Noguera,4.0,1
White Coastal Maida,Peter van Montfoort,4.0,1
White Coastal Maida,Malgorzata Supronowicz,4.0,1
White Coastal Maida,Satu Ylä-Mononen,4.0,1
White Coastal Maida,Petru Muntean,4.0,1
White Coastal Maida,Péter Harsányi,4.0,1
White Coastal Maida,Monika Blaha,4.0,1
White Coastal Maida,Beata Petkevica,4.0,1
White Coastal Maida,Miroslaw Redlicki,4.0,1
White Galanthus Fanelle,Bo Skalin,4.0,1
White Galanthus Fanelle,Helen Tonkson-Koit,4.0,1
White Galanthus Fanelle,Liliane de Ridder-Onghena,4.0,1
White Galanthus Fanelle,Torsten Lemmer,13.0,1
White Galanthus Fanelle,Mile Aleksoski,13.0,1
White Galanthus Fanelle,Hans-Erhard Grüttner,13.0,1
White Galanthus Fanelle,Marjatta Pylvänäinen-Suorsa,13.0,1
White Galanthus Fanelle,Rade Vesic,4.0,1
White Galanthus Fanelle,Eva Liljekvist Borg,13.0,1
White Galanthus Fanelle,Olena Chuieva,13.0,1
White Galanthus Fanelle,Juta Haranen,4.0,1
White Galanthus Fanelle,Kostadin Shankov,13.0,1
White Galanthus Fanelle,Nenad Matejevic,13.0,1
White Galanthus Fanelle,Hedi Kumm,13.0,1
White Galanthus Fanelle,Marek Lewandowski,13.0,1
White Galanthus Fanelle,Nina Karlsdotter,13.0,1
White Galanthus Fanelle,Michael Camac,4.0,1
White Galanthus Fanelle,Petra Junehall,4.0,1
White Galanthus Fanelle,Galyna Kalinichenko,4.0,1
White Galanthus Fanelle,Bonka Georgieva Laslo,4.0,1
White Galanthus Fanelle,Elena Agafonova,4.0,1
White Galanthus Fanelle,Ligita Zake,13.0,1
White Galanthus Fanelle,Dina Korna,13.0,1
White Galanthus Fanelle,Avi Mallach,4.0,1
White Galanthus Fanelle,Sarah Burns,13.0,1
White Galanthus Fanelle,Linda Jürgens,4.0,1
White Galanthus Fanelle,Pars Kibarer,4.0,1
White Galanthus Fanelle,Karl-Erik Johansson,13.0,1
White Galanthus Fanelle,Paula Heikkinen-Lehkonen,13.0,1
White Galanthus Fanelle,Sviatlana Radziuk,4.0,1
White Galanthus Fanelle,Gerard O'shea,4.0,1
White Galanthus Fanelle,Aire-Piret Pärn,4.0,1
White Galanthus Fanelle,Audrone Babianskiene,4.0,1
White Galanthus Fanelle,Natalia Sedykh,4.0,1
White Galanthus Fanelle,Istvanne Juhasz,4.0,1
White Galanthus Fanelle,Olga Kojevnikova,4.0,1
White Galanthus Fanelle,Panos Demetriou,4.0,1
White Galanthus Fanelle,Myriam Vermeire,4.0,1
White Galanthus Fanelle,Dragana Vasiljevic,13.0,1
White Galanthus Fanelle,Tino Pehar,13.0,1
White Galanthus Fanelle,Igoris Zizevskis,4.0,1
White Galanthus Fanelle,Csaba Zsolt Lokodi,13.0,1
White Galanthus Fanelle,Roger Vanhoenacker,4.0,1
White Galanthus Fanelle,Shyam Mehta,4.0,1
White Galanthus Fanelle,Sanja Momčilović Bognič,13.0,1
White Galanthus Fanelle,Carmen Navarro Guisado,13.0,1
White Galanthus Fanelle,Svante Frisk,13.0,1
White Galanthus Fanelle,Volodymyr Shiyan,13.0,1
White Galanthus Fanelle,Refet Hadzic,13.0,1
White Galanthus Fanelle,Elin Normannseth,4.0,1
White Galanthus Fanelle,Melita Grošelj,13.0,1
White Galanthus Fanelle,Manola Poggesi,4.0,1
White Galanthus Fanelle,Hans Almgren,4.0,1
White Galanthus Fanelle,Tina Peixoto,4.0,1
White Galanthus Fanelle,Lessi Tchistiakova,4.0,1
White Galanthus Fanelle,Sergej Vanzha,4.0,1
White Galanthus Fanelle,Sebastian Harnik,4.0,1
White Galanthus Fanelle,Angel Pons Arino,4.0,1
White Galanthus Fanelle,Helina Simberg,4.0,1
White Galanthus Fanelle,Vija Klučniece,4.0,1
White Galanthus Fanelle,Olga Dolejšova,4.0,1
White Galanthus Fanelle,Gunnar Nymann,4.0,1
White Galanthus Fanelle,Massimo Inzoli,4.0,1
White Galanthus Fanelle,Kimmo Mustonen,4.0,1
White Galanthus Fanelle,Oliver Simon,4.0,1
White Galanthus Fanelle,Krystyna Opara,4.0,1
White Galanthus Fanelle,Branislav Rajic,4.0,1
White Galanthus Fanelle,Pedro Ivo Santos Bispo,13.0,1
White Galanthus Fanelle,Inese Pablaka,4.0,1
White Galanthus Fanelle,Regina Vaitkunskiene,4.0,1
White Galanthus Fanelle,Lisbet Utke Ramsing,13.0,1
White Galanthus Fanelle,Elena Ruskovaara,4.0,1
White Galanthus Fanelle,Olga Kupriyanova Sinko,4.0,1
